Chr1	3914	3995	1	1	1	33	0	60
Chr1	4277	4485	1	1	1	11	0	23
Chr1	4606	4705	1	1	1	48	0	54
Chr1	5096	5173	1	1	1	83	0	68
Chr1	5327	5438	1	1	1	27	0	44
Chr1	7070	7156	2	2	1	86	0	66
Chr1	7233	7383	2	2	1	61	0	58
Chr1	7451	7563	2	2	1	40	0	67
Chr1	7650	7761	2	2	1	71	0	65
Chr1	7836	7941	2	2	1	38	0	46
Chr1	7988	8235	2	2	1	16	0	46
Chr1	8326	8416	2	2	1	37	0	48
Chr1	8465	8570	2	2	1	47	0	48
Chr1	8465	8593	2	2	1	6	0	35
Chr1	13174	13334	2	2	1	4	0	29
Chr1	24452	24541	1	1	1	12	0	55
Chr1	24656	24751	1	1	1	4	0	3
Chr1	24963	25040	1	1	1	24	0	40
Chr1	25436	25523	1	1	1	7	0	72
Chr1	25998	26080	1	1	1	27	0	65
Chr1	26204	26291	1	1	1	14	0	62
Chr1	26453	26542	1	1	1	29	0	66
Chr1	26777	26861	1	1	1	36	0	71
Chr1	27013	27098	1	1	1	13	0	40
Chr1	27282	27371	1	1	1	42	0	66
Chr1	27534	27617	1	1	1	12	0	56
Chr1	27714	27802	1	1	1	7	0	44
Chr1	28806	28889	1	1	1	11	0	72
Chr1	29081	29159	1	1	1	16	0	64
Chr1	30066	30146	1	1	1	33	0	66
Chr1	30312	30409	1	1	1	46	0	54
Chr1	30817	30901	1	1	1	39	0	68
Chr1	31425	31520	2	2	1	76	1	73
Chr1	31603	31692	2	2	1	78	0	70
Chr1	31814	31932	2	2	1	79	0	61
Chr1	31999	32087	2	2	1	91	0	67
Chr1	32196	32281	2	2	1	31	0	66
Chr1	32348	32430	2	2	1	49	0	31
Chr1	32460	32546	2	2	1	51	0	31
Chr1	32671	33028	2	2	1	19	0	69
Chr1	34328	34400	2	2	1	17	0	60
Chr1	35475	35566	2	2	1	6	0	37
Chr1	35648	35729	2	2	1	10	0	37
Chr1	35964	36623	2	2	1	14	0	54
Chr1	36686	36809	2	2	1	27	0	62
Chr1	36922	37022	2	2	1	22	0	29
Chr1	37204	37301	2	2	0	6	0	64
Chr1	37204	37372	2	2	1	132	0	26
Chr1	37204	37568	2	2	0	2	0	57
Chr1	37399	37568	2	2	1	84	0	26
Chr1	37409	37568	2	2	0	2	0	36
Chr1	39815	40212	2	2	1	3	0	62
Chr1	40330	40472	2	2	1	2	0	4
Chr1	40536	40674	2	2	1	2	0	63
Chr1	45560	45645	2	2	1	19	0	35
Chr1	45955	46043	2	2	1	86	0	71
Chr1	46146	46375	2	2	1	50	0	63
Chr1	47983	48074	2	2	1	830	1	74
Chr1	48853	48935	2	2	1	1475	0	70
Chr1	50338	50418	2	2	1	592	0	75
Chr1	50632	50882	2	2	1	548	1	75
Chr1	50964	51063	2	2	1	7	0	60
Chr1	50964	51125	2	2	1	199	0	62
Chr1	52347	52433	1	1	1	6	0	48
Chr1	64476	64581	2	2	1	69	0	64
Chr1	64657	64750	2	2	1	22	0	48
Chr1	64808	64900	2	2	1	55	1	57
Chr1	65018	65109	2	2	1	37	0	53
Chr1	65218	65330	2	2	1	54	1	51
Chr1	65457	65562	2	2	1	225	1	71
Chr1	65653	65738	2	2	1	74	0	73
Chr1	65865	66106	2	2	1	23	0	54
Chr1	66161	66261	2	2	1	46	0	54
Chr1	66343	66449	2	2	1	63	0	64
Chr1	66558	66677	2	2	1	26	0	69
Chr1	66750	66834	2	2	1	40	0	64
Chr1	66898	67323	2	2	1	36	0	34
Chr1	72670	73086	1	1	1	18	0	48
Chr1	73164	73286	1	1	1	42	0	65
Chr1	73396	73487	1	1	1	78	0	54
Chr1	73741	73821	1	1	1	102	0	62
Chr1	74251	74337	2	4	1	81	0	66
Chr1	74456	74660	2	2	1	16	0	16
Chr1	89082	89172	1	1	1	72	0	68
Chr1	89264	89404	1	1	1	58	0	61
Chr1	89580	90161	1	1	1	9	0	15
Chr1	92071	92269	1	1	1	12	0	10
Chr1	92502	92568	1	1	1	7	0	22
Chr1	92934	93044	1	1	1	6	0	34
Chr1	93172	93270	1	1	1	6	0	58
Chr1	94282	94356	1	1	1	5	0	56
Chr1	95076	95159	1	1	1	21	0	56
Chr1	97806	98456	1	1	1	60	0	74
Chr1	98606	98907	1	1	1	7	0	38
Chr1	100221	100656	1	1	1	1	0	22
Chr1	109331	109405	1	1	1	14	0	12
Chr1	114434	114618	1	1	1	51	0	71
Chr1	115340	115960	1	1	1	6	0	33
Chr1	121403	121492	2	2	0	3	0	74
Chr1	121407	121492	2	2	1	124	0	70
