Chr1	3914	3995	1	1	1	105	0	67
Chr1	4277	4485	1	1	1	49	0	68
Chr1	4606	4705	1	1	1	73	0	56
Chr1	5096	5173	1	1	1	114	0	67
Chr1	5327	5438	1	1	1	35	0	51
Chr1	7070	7156	2	2	1	84	0	72
Chr1	7233	7383	2	2	1	70	0	67
Chr1	7451	7563	2	2	1	43	0	56
Chr1	7650	7761	2	2	1	101	0	73
Chr1	7650	8235	2	2	1	3	0	45
Chr1	7836	7941	2	2	1	53	0	46
Chr1	7988	8235	2	2	1	37	0	68
Chr1	8297	8416	2	2	0	1	0	43
Chr1	8326	8416	2	2	1	51	0	48
Chr1	8465	8570	2	2	1	62	0	48
Chr1	8465	8593	2	2	1	26	0	72
Chr1	13174	13334	2	2	1	16	0	69
Chr1	24452	24541	1	1	1	14	1	54
Chr1	24656	24751	1	1	1	15	1	36
Chr1	24963	25040	1	1	1	12	0	47
Chr1	25436	25523	1	1	1	35	0	72
Chr1	25998	26080	1	1	1	16	0	68
Chr1	26204	26291	1	1	1	15	0	68
Chr1	26453	26542	1	1	1	54	0	69
Chr1	26777	26861	1	1	1	29	0	58
Chr1	27013	27098	1	1	1	18	0	57
Chr1	27282	27371	1	1	1	21	0	29
Chr1	27534	27617	1	1	1	11	0	51
Chr1	27714	27802	1	1	1	3	0	27
Chr1	28432	28707	1	1	1	6	0	41
Chr1	28806	28889	1	1	1	15	0	66
Chr1	29081	29159	1	1	1	22	0	68
Chr1	30066	30146	1	1	1	45	0	73
Chr1	30312	30409	1	1	1	53	0	69
Chr1	30817	30901	1	1	1	25	0	64
Chr1	31425	31520	2	2	1	56	0	70
Chr1	31603	31692	2	2	1	87	0	74
Chr1	31814	31932	2	2	1	98	0	66
Chr1	31999	32087	2	2	1	98	0	67
Chr1	32196	32281	2	2	1	36	0	66
Chr1	32348	32430	2	2	1	31	0	29
Chr1	32460	32546	2	2	1	28	0	29
Chr1	32671	33028	2	2	1	59	0	69
Chr1	34328	34400	2	2	1	16	0	71
Chr1	35472	35566	2	2	1	8	0	62
Chr1	35475	35566	2	2	1	32	0	74
Chr1	35648	35729	2	2	1	47	0	62
Chr1	35964	36623	2	2	1	23	0	23
Chr1	36686	36809	2	2	1	40	0	62
Chr1	36922	37022	2	2	1	31	0	45
Chr1	37204	37301	2	2	0	3	0	58
Chr1	37204	37372	2	2	1	106	0	26
Chr1	37399	37568	2	2	1	58	0	26
Chr1	39288	39408	2	2	1	2	0	42
Chr1	39815	40212	2	2	1	3	0	16
Chr1	40536	40674	2	2	1	1	0	60
Chr1	45560	45645	2	2	1	17	0	35
Chr1	45955	46043	2	2	1	83	0	74
Chr1	46146	46375	2	2	1	66	0	59
Chr1	47983	48074	2	2	1	778	0	73
Chr1	48853	48935	2	2	1	1236	0	74
Chr1	50338	50418	2	2	1	535	0	75
Chr1	50632	50882	2	2	1	532	1	73
Chr1	50964	51063	2	2	1	13	0	46
Chr1	50964	51125	2	2	1	258	0	62
Chr1	52731	52937	1	1	1	2	0	6
Chr1	58706	58813	2	2	0	1	0	66
Chr1	64476	64581	2	2	1	117	0	73
Chr1	64657	64750	2	2	1	95	5	57
Chr1	64808	64900	2	2	1	101	5	63
Chr1	65018	65109	2	2	1	34	0	73
Chr1	65218	65330	2	2	1	106	0	61
Chr1	65441	65562	2	2	0	3	0	60
Chr1	65457	65562	2	2	1	346	1	73
Chr1	65653	65732	2	2	1	0	2	3
Chr1	65653	65738	2	2	1	193	2	75
Chr1	65865	66106	2	2	1	49	0	54
Chr1	66161	66261	2	2	1	61	0	54
Chr1	66343	66449	2	2	1	113	0	53
Chr1	66558	66677	2	2	1	45	0	57
Chr1	66750	66834	2	2	1	71	0	70
Chr1	66898	67323	2	2	1	57	0	63
Chr1	72670	73086	1	1	1	41	0	64
Chr1	73164	73286	1	1	1	64	0	72
Chr1	73396	73487	1	1	1	99	0	59
Chr1	73741	73821	1	1	1	62	0	52
Chr1	74251	74337	2	4	1	127	0	67
Chr1	74450	74660	2	2	1	4	0	67
Chr1	74456	74660	2	2	1	54	0	66
Chr1	89082	89172	1	1	1	74	0	74
Chr1	89264	89404	1	1	1	49	0	59
Chr1	89580	90161	1	1	1	6	0	45
Chr1	91634	91742	1	1	1	2	0	36
Chr1	92502	92568	1	1	1	26	0	65
Chr1	92934	93044	1	1	1	3	0	44
Chr1	93172	93270	1	1	1	34	0	72
Chr1	94282	94356	1	1	1	7	0	17
Chr1	95076	95159	1	1	1	16	0	39
Chr1	97806	98456	1	1	1	60	0	74
Chr1	98606	98907	1	1	1	81	0	62
